,envios,ventas,nivel
19781,660,264,2
19782,550,396,1
19783,660,220,1
19784,6531,1979,3
19785,308,154,2
19786,704,264,2
19787,374,176,1
19788,726,198,2
19789,1671,792,2
19790,462,220,2
19791,550,308,2
19792,374,154,2
19793,2221,770,3
19794,924,330,2
19795,1210,374,1
19796,374,154,2
19797,176,66,2
19798,418,154,2
19799,396,110,1
19800,2177,770,1
19801,10402,5168,1
19802,836,352,1
19803,2067,858,3
19804,1385,330,1
19805,264,176,2
19806,1935,748,2
19807,946,286,2
19808,946,506,1
19809,682,220,2
19810,44,0,3
19811,176,44,3
19812,3958,1407,2
19813,66,44,1
19814,1056,528,1
19815,1693,638,3
19816,1473,396,1
19817,286,176,2
19818,572,308,2
19819,352,88,1
19820,1627,308,1
19821,1737,792,1
19822,2529,748,1
19823,902,308,2
19824,2045,858,3
19825,374,176,3
19826,308,198,2
19827,990,352,3
19828,572,198,2
19829,308,154,1
19830,924,330,1
19831,1144,352,1
19832,374,242,2
19833,968,154,3
19834,374,154,2
19835,1210,286,2
19836,924,242,1
19837,704,132,3
19838,396,198,2
19839,550,286,2
19840,484,154,2
19841,154,66,1
19842,0,0,2
19843,286,176,1
19844,352,110,1
19845,2221,792,2
19846,638,198,1
19847,22,22,3
19848,638,220,1
19849,1166,396,2
19850,2551,638,3
19851,1935,814,2
19852,1078,484,1
19853,198,22,2
19854,682,418,1
19855,594,220,3
19856,1605,814,3
19857,176,88,2
19858,1363,616,2
19859,1319,616,2
19860,1385,792,3
19861,2705,1232,3
19862,0,0,2
19863,1473,440,2
19864,528,308,1
19865,286,176,2
19866,0,0,1
19867,594,352,1
19868,3892,1495,1
19869,264,44,1
19870,1363,484,1
19871,242,110,1
19872,1825,594,2
19873,682,264,2
19874,3145,1605,2
19875,4772,1495,3
19876,902,176,3
19877,0,0,1
19878,198,132,3
19879,2331,814,1
19880,814,286,1
19881,132,88,2
19882,2947,1649,2
19883,484,110,1
19884,418,88,2
19885,264,198,1
19886,132,44,2
19887,704,396,3
19888,1275,748,2
19889,242,44,2
19890,616,198,2
19891,396,220,3
19892,1034,396,2
19893,1056,308,1
19894,3189,1100,2
19895,2595,1210,2
19896,4970,1781,1
19897,308,154,2
19898,198,66,1
19899,440,220,2
19900,308,154,1
19901,264,88,3
19902,704,242,2
19903,264,88,2
19904,704,154,1
19905,814,242,1
19906,616,286,2
19907,1913,880,2
19908,682,308,1
19909,1935,1122,2
19910,902,286,2
19911,946,352,1
19912,242,66,1
19913,1341,462,2
19914,990,572,2
19915,1056,418,1
19916,2639,836,1
19917,2199,1034,1
19918,110,22,2
19919,902,572,1
19920,6729,3321,3
19921,1737,682,1
19922,572,242,3
19923,1385,374,2
19924,462,154,2
19925,1188,396,3
19926,704,396,2
19927,2133,308,3
19928,154,44,2
19929,176,110,2
19930,946,308,2
19931,594,308,2
19932,198,66,3
19933,1781,770,2
19934,352,176,1
19935,0,0,1
19936,880,352,1
19937,1166,506,2
19938,0,0,2
19939,2771,1363,2
19940,2727,858,2
19941,902,308,2
19942,1034,484,2
19943,726,264,1
19944,1803,748,2
19945,220,154,2
19946,154,110,2
19947,0,0,2
19948,924,374,1
19949,594,198,2
19950,2441,1012,3
19951,0,0,3
19952,220,132,3
19953,1451,418,1
19954,5080,2001,3
19955,572,330,2
19956,924,506,2
19957,88,22,2
19958,1210,594,2
19959,726,264,2
19960,1627,858,2
19961,792,264,3
19962,3475,1407,2
19963,0,0,3
19964,462,198,2
19965,6949,2683,1
19966,616,374,2
19967,704,286,1
19968,242,66,3
19969,198,44,1
19970,946,528,1
19971,2573,880,3
19972,0,0,2
19973,1297,682,2
19974,792,198,2
19975,1166,484,2
19976,946,462,2
19977,1825,638,2
19978,616,198,1
19979,1407,528,2
19980,858,352,2
19981,704,308,2
19982,374,198,1
19983,572,308,1
19984,2221,858,1
19985,1056,308,3
19986,726,286,1
19987,2507,814,1
19988,286,154,1
19989,748,440,2
19990,418,154,1
19991,594,242,2
19992,66,0,2
19993,1012,440,2
19994,154,66,2
19995,440,132,2
19996,924,308,3
19997,682,308,2
19998,946,308,1
19999,1100,638,2
20000,220,66,1
20001,374,110,2
20002,1671,594,2
20003,418,176,2
20004,1078,264,1
20005,66,44,2
20006,572,242,2
20007,396,154,2
20008,1429,418,2
20009,440,220,1
20010,1232,682,1
20011,594,308,2
20012,660,330,2
20013,7829,1737,3
20014,528,330,2
20015,1429,638,1
20016,1078,242,3
20017,308,110,1
20018,3299,660,1
20019,1385,704,2
20020,0,0,2
20021,286,132,2
20022,462,154,2
20023,704,330,1
20024,1056,616,1
20025,528,154,2
20026,638,308,1
20027,3365,1253,3
20028,484,286,2
20029,1210,396,1
20030,440,198,2
20031,1385,528,1
20032,110,44,2
20033,1605,484,2
20034,2573,1188,1
20035,682,572,1
20036,2199,902,2
20037,572,308,2
20038,1034,396,2
20039,286,110,2
20040,770,308,1
20041,2815,1056,2
20042,814,264,1
20043,0,0,2
20044,176,88,2
20045,1781,792,2
20046,484,198,1
20047,1495,418,1
20048,506,264,1
20049,990,308,2
20050,418,66,2
20051,3541,1583,1
20052,44,0,2
20053,418,198,2
20054,154,110,1
20055,1539,550,1
20056,44,22,1
20057,286,88,3
20058,792,242,2
20059,1078,506,1
20060,1100,484,1
20061,814,286,1
20062,506,176,2
20063,990,264,2
20064,1451,528,1
20065,242,66,1
20066,220,110,3
20067,1429,748,2
20068,2199,770,3
20069,176,88,2
20070,1451,748,2
20071,220,110,2
20072,1232,374,2
20073,528,264,2
20074,1078,418,3
20075,1561,638,2
20076,330,110,2
20077,330,132,3
20078,1803,880,1
20079,1693,902,2
20080,1759,880,2
20081,1232,440,2
20082,1078,616,2
20083,1363,550,2
20084,1319,396,1
20085,924,330,2
20086,1979,594,2
20087,528,286,2
20088,792,308,2
20089,1957,1188,2
20090,704,242,2
20091,1517,506,2
20092,2001,748,1
20093,4354,1671,2
20094,704,286,1
20095,198,88,2
20096,88,66,2
20097,550,242,2
20098,682,176,3
20099,682,308,2
20100,3255,1605,3
20101,0,0,1
20102,836,418,2
20103,2881,1297,2
20104,3035,1671,2
20105,1100,462,2
20106,946,176,2
20107,814,286,2
20108,616,308,2
20109,572,198,2
20110,286,110,2
20111,308,198,1
20112,418,88,2
20113,660,242,2
20114,1473,638,1
20115,1473,506,3
20116,220,110,1
20117,858,352,2
20118,770,352,2
20119,1715,968,2
20120,330,198,2
20121,0,0,1
20122,88,44,1
20123,1561,924,2
20124,726,154,1
20125,9742,4002,2
20126,440,220,2
20127,66,44,1
20128,220,66,3
20129,0,0,2
20130,704,308,3
20131,3629,1649,1
20132,2859,1012,2
20133,484,242,2
20134,198,132,2
20135,6751,2067,3
20136,1451,704,2
20137,242,132,2
20138,110,22,1
20139,1100,264,1
20140,682,220,1
20141,418,242,2
20142,902,242,2
20143,1297,440,2
20144,1056,308,2
20145,154,44,3
20146,462,132,1
20147,418,198,1
20148,2309,1297,2
20149,6619,3189,1
20150,484,198,2
20151,352,66,2
20152,418,242,2
20153,1056,308,1
20154,660,418,1
20155,0,0,1
20156,1583,594,3
20157,682,242,1
20158,88,66,3
20159,220,88,2
20160,44,44,2
20161,902,462,2
20162,2111,902,2
20163,1232,528,2
20164,836,242,1
20165,374,66,3
20166,308,110,2
20167,0,0,2
20168,374,154,2
20169,1759,682,1
20170,418,176,2
20171,440,176,2
20172,748,352,1
20173,2727,1341,1
20174,440,88,1
20175,880,484,2
20176,286,154,2
20177,3717,1034,1
20178,154,88,3
20179,638,132,3
20180,616,198,1
20181,2001,902,1
20182,616,308,1
20183,748,440,1
20184,176,22,1
20185,22,22,3
20186,462,154,2
20187,2353,968,1
20188,1012,418,2
20189,748,418,1
20190,352,132,2
20191,1385,638,2
20192,1451,704,3
20193,22,0,3
20194,506,242,1
20195,572,22,1
20196,726,132,1
20197,3453,1188,1
20198,1100,286,1
20199,1056,286,2
20200,1253,484,1
20201,638,418,2
20202,462,308,2
20203,924,352,2
20204,770,374,1
20205,1451,704,1
20206,132,44,2
20207,308,176,2
20208,1056,352,3
20209,440,154,2
20210,286,110,1
20211,638,418,2
20212,88,66,2
20213,2309,1144,2
20214,1297,616,2
20215,1122,506,1
20216,2463,1341,1
20217,1385,484,2
20218,1341,638,2
20219,1539,638,2
20220,1034,418,1
20221,3167,1627,2
20222,528,198,2
20223,638,286,2
20224,638,220,2
20225,5916,2419,2
20226,242,88,2
20227,572,396,1
20228,968,374,2
20229,1935,836,2
20230,484,330,1
20231,1232,506,2
20232,1188,594,2
20233,858,220,3
20234,682,220,1
20235,550,286,1
20236,792,220,1
20237,154,88,1
20238,242,110,2
20239,792,440,2
20240,1891,594,1
20241,836,418,1
20242,2573,1232,2
20243,132,44,2
20244,550,132,1
20245,1627,748,2
20246,0,0,3
20247,286,132,3
20248,3013,1100,1
20249,66,0,3
20250,264,110,2
20251,440,242,2
20252,484,176,3
20253,0,0,2
20254,770,308,1
20255,2859,1429,2
20256,1737,550,3
20257,616,198,1
20258,3782,1935,3
20259,330,44,2
20260,242,110,1
20261,836,396,2
20262,6399,1869,3
20263,3255,1671,2
20264,396,110,2
20265,1078,594,2
20266,550,264,1
20267,22,22,3
20268,550,242,2
20269,1407,748,1
20270,616,198,1
20271,308,66,2
20272,1473,594,1
20273,1056,550,2
20274,220,22,2
20275,0,0,1
20276,1561,638,1
20277,902,462,3
20278,2023,682,3
20279,1100,462,2
20280,550,220,1
20281,990,330,1
20282,924,374,2
20283,2375,836,2
20284,660,242,3
20285,1166,352,1
20286,396,44,3
20287,1935,440,1
20288,5696,2661,3
20289,3079,1671,2
20290,484,88,1
20291,1627,616,1
20292,1495,594,1
20293,176,44,2
20294,1144,352,2
20295,1407,682,2
20296,220,44,1
20297,242,88,3
20298,440,176,1
20299,1605,902,2
20300,1913,880,3
20301,924,286,2
20302,1715,748,2
20303,858,242,2
20304,374,110,1
20305,330,154,3
20306,330,154,1
20307,198,110,3
20308,1078,440,1
20309,0,0,3
20310,330,132,2
20311,2133,814,2
20312,594,374,2
20313,198,110,2
20314,4398,2067,3
20315,264,110,2
20316,462,176,2
20317,418,242,2
20318,1034,396,3
20319,616,308,1
20320,154,88,2
20321,682,374,2
20322,1473,638,2
20323,1957,814,2
20324,0,0,1
20325,0,0,2
20326,1078,440,1
20327,1034,352,1
20328,682,154,2
20329,220,44,1
20330,2419,1100,2
20331,1012,616,2
20332,132,110,3
20333,418,154,3
20334,198,132,2
20335,1649,616,1
20336,1078,484,1
20337,2001,836,1
20338,154,44,2
20339,0,0,1
20340,396,198,2
20341,1737,1210,2
20342,3123,1078,3
20343,220,66,3
20344,1693,660,3
20345,528,396,2
20346,550,132,2
20347,264,88,2
20348,330,220,3
20349,1869,946,1
20350,3255,1012,2
20351,462,242,1
20352,44,44,1
20353,110,22,3
20354,1319,638,2
20355,0,0,2
20356,484,88,2
20357,506,176,1
20358,2573,748,1
20359,418,242,2
20360,550,176,3
20361,638,308,1
20362,220,66,2
20363,2595,968,2
20364,1671,330,2
20365,110,66,2
20366,4266,2023,3
20367,1693,550,2
20368,2045,792,1
20369,638,352,2
20370,1517,814,1
20371,1253,286,2
20372,1627,726,2
20373,902,242,2
20374,198,66,2
20375,1407,462,2
20376,572,198,3
20377,770,220,1
20378,1979,1166,2
20379,110,66,1
20380,946,374,2
20381,396,154,1
20382,0,0,3
20383,880,352,2
20384,132,88,3
20385,1935,1122,1
20386,550,176,1
20387,1166,550,3
20388,374,110,1
20389,132,44,2
20390,572,198,3
20391,1979,572,1
20392,308,44,2
20393,1539,792,2
20394,1473,814,2
20395,308,22,3
20396,88,66,1
20397,308,110,2
20398,0,0,3
20399,132,88,2
20400,374,176,2
20401,2683,1210,2
20402,1825,638,3
20403,704,396,2
20404,220,66,2
20405,132,66,3
20406,462,374,2
20407,3387,1188,3
20408,572,242,2
20409,792,242,2
20410,704,440,2
20411,528,242,1
20412,572,176,2
20413,550,198,2
20414,352,154,2
20415,110,22,1
20416,2617,1583,2
20417,418,110,3
20418,242,88,2
20419,1166,506,3
20420,396,176,2
20421,704,308,2
20422,1429,550,3
20423,2309,946,3
20424,352,88,1
20425,286,88,1
20426,880,308,1
20427,902,286,2
20428,440,176,2
20429,1583,484,2
20430,946,374,1
20431,990,396,2
20432,264,88,2
20433,506,264,2
20434,616,286,1
20435,176,66,2
20436,1166,440,2
20437,528,154,2
20438,2221,880,2
20439,506,220,2
20440,1166,440,1
20441,1869,814,2
20442,770,220,3
20443,1693,704,1
20444,528,176,1
20445,506,198,1
20446,3387,1935,2
20447,264,110,2
20448,2155,1078,2
20449,242,66,2
20450,748,440,2
20451,242,44,1
20452,440,176,1
20453,0,0,2
20454,2793,990,1
20455,968,418,1
20456,1166,308,1
20457,352,176,2
20458,528,176,2
20459,1935,968,3
20460,748,264,1
20461,220,110,2
20462,2771,704,1
20463,1759,1100,1
20464,374,308,2
20465,792,308,1
20466,660,88,1
20467,704,264,1
20468,836,396,2
20469,1034,528,1
20470,1012,330,1
20471,858,220,1
20472,264,176,3
20473,1341,528,1
20474,726,374,1
20475,0,0,3
20476,1495,506,3
20477,836,176,2
20478,2199,1056,3
20479,2265,484,1
20480,748,242,2
20481,506,286,2
20482,2507,946,3
20483,0,0,1
20484,88,0,3
20485,858,264,1
20486,946,594,1
20487,462,242,2
20488,814,198,1
20489,2287,814,2
20490,2749,990,1
20491,1232,616,2
20492,330,198,1
20493,462,198,1
20494,2221,572,2
20495,682,396,2
20496,176,88,2
20497,2969,1517,2
20498,836,242,1
20499,1012,616,2
20500,726,374,2
20501,1275,308,1
20502,1583,792,2
20503,682,110,2
20504,770,418,1
20505,374,88,2
20506,264,176,2
20507,1759,726,3
20508,1561,594,1
20509,814,198,2
20510,22,0,3
20511,3497,1605,2
20512,4618,2045,2
20513,374,198,2
20514,1363,616,2
20515,1781,726,3
20516,0,0,1
20517,198,66,1
20518,902,374,1
20519,1363,726,2
20520,0,0,2
20521,264,44,2
20522,616,286,3
20523,682,374,2
20524,616,176,3
20525,1012,418,3
20526,1056,264,1
20527,902,286,1
20528,550,242,3
20529,1539,528,1
20530,484,286,1
20531,176,66,2
20532,550,154,1
20533,110,66,2
20534,374,132,1
20535,990,220,1
20536,330,110,2
20537,4310,1737,2
20538,220,88,2
20539,660,154,3
20540,440,66,2
20541,2331,814,1
20542,154,66,2
20543,1253,792,1
20544,1583,572,1
20545,2947,1451,2
20546,374,176,2
20547,880,484,2
20548,132,44,3
20549,3123,990,1
20550,2397,1012,2
20551,1100,704,3
20552,638,264,1
20553,616,198,2
20554,1847,836,3
20555,924,198,2
20556,154,66,2
20557,308,110,1
20558,2177,836,1
20559,0,0,3
20560,1319,418,1
20561,880,396,2
20562,836,308,1
20563,418,132,3
20564,990,418,1
20565,2045,1122,2
20566,2221,924,1
20567,1341,572,2
20568,2419,748,3
20569,1825,726,2
20570,3585,1319,3
20571,506,154,3
20572,2595,1341,2
20573,506,220,2
20574,2683,682,3
20575,1671,770,1
20576,396,132,1
20577,726,440,1
20578,550,308,1
20579,660,110,1
20580,1517,528,2
20581,528,308,1
20582,638,374,2
20583,330,132,2
20584,704,352,2
20585,1232,462,1
20586,506,220,2
20587,198,66,2
20588,462,220,2
20589,418,198,1
20590,1385,550,2
20591,0,0,2
20592,13722,5938,2
20593,1407,528,1
20594,308,88,2
20595,418,198,2
20596,1671,770,2
20597,792,198,1
20598,528,198,1
20599,352,110,2
20600,1210,352,2
20601,1034,484,2
20602,3233,1605,1
20603,2419,1100,1
20604,352,176,2
20605,990,352,1
20606,4530,1341,2
20607,2397,1188,2
20608,594,242,2
20609,4420,2309,2
20610,660,308,1
20611,3541,1210,1
20612,1188,396,2
20613,2089,968,2
20614,88,44,2
20615,176,110,2
20616,638,308,1
20617,1056,286,2
20618,22,22,3
20619,1253,572,2
20620,2991,1144,2
20621,1232,396,1
20622,286,110,1
20623,1627,616,2
20624,132,88,2
20625,264,154,3
20626,2353,550,3
20627,396,110,1
20628,22,0,2
20629,1803,792,2
20630,726,176,2
20631,748,330,1
20632,2023,770,2
20633,1627,902,1
20634,616,374,2
20635,660,220,1
20636,748,264,1
20637,0,0,1
20638,1319,308,3
20639,1319,572,1
20640,1913,616,1
20641,1363,462,1
20642,880,374,2
20643,1275,572,1
20644,154,88,3
20645,528,220,3
20646,1451,638,2
20647,924,308,1
20648,726,352,1
20649,308,88,2
20650,858,220,1
20651,1627,198,1
20652,1166,352,2
20653,22,22,2
20654,308,176,2
20655,858,352,2
20656,550,198,2
20657,770,176,1
20658,484,264,2
20659,1627,418,2
20660,2771,1100,2
20661,1166,418,2
20662,242,88,2
20663,198,132,2
20664,550,352,1
20665,1759,440,1
20666,418,154,1
20667,660,264,2
20668,1935,770,3
20669,0,0,2
20670,154,44,2
20671,1122,374,2
20672,396,110,1
20673,0,0,1
20674,286,110,1
20675,1166,462,1
20676,396,110,2
20677,1847,1012,3
20678,110,66,2
20679,1473,594,1
20680,308,88,2
20681,704,374,2
20682,1166,594,2
20683,1385,660,2
20684,220,44,2
20685,110,66,2
20686,616,330,1
20687,3519,1319,1
20688,308,110,2
20689,880,396,1
20690,330,242,1
20691,220,110,3
20692,1056,264,2
20693,352,44,2
20694,968,462,3
20695,506,154,2
20696,198,88,2
20697,4376,2375,2
20698,682,264,1
20699,484,110,2
20700,5894,2001,3
20701,638,286,2
20702,638,418,2
20703,2793,1275,1
20704,484,242,1
20705,858,220,2
20706,0,0,2
20707,1341,550,1
20708,1407,660,2
20709,704,330,1
20710,2683,990,1
20711,594,132,2
20712,1056,396,1
20713,1649,726,2
20714,1210,286,2
20715,682,198,3
20716,0,0,3
20717,1649,616,2
20718,1210,594,1
20719,1341,374,1
20720,330,132,2
20721,440,154,2
20722,1122,176,1
20723,308,220,3
20724,308,198,3
20725,418,132,1
20726,4486,1759,3
20727,1737,484,1
20728,352,242,2
20729,704,286,2
20730,1034,308,2
20731,1341,418,3
20732,1627,616,1
20733,3387,1232,1
20734,1825,462,3
20735,528,198,2
20736,660,176,1
20737,1034,374,1
20738,0,0,2
20739,264,132,2
20740,440,198,1
20741,220,110,2
20742,132,44,1
20743,3013,968,2
20744,1715,484,2
20745,220,44,1
20746,770,242,1
20747,792,330,1
20748,1341,550,1
20749,726,418,2
20750,0,0,1
20751,2045,968,2
20752,792,308,1
20753,638,308,3
20754,2287,990,1
20755,264,88,2
20756,1210,484,2
20757,1210,462,3
20758,66,44,2
20759,1737,638,2
20760,682,396,2
20761,66,66,2
20762,1781,528,1
20763,198,66,2
20764,6861,3497,3
20765,968,440,2
20766,3101,330,3
20767,836,484,1
20768,105843,44114,1
20769,1781,594,1
20770,4794,1979,2
20771,2947,1232,3
20772,1188,484,1
20773,550,330,2
20774,2705,1363,1
20775,1012,550,1
20776,1583,704,3
20777,1122,660,1
20778,396,154,1
20779,154,22,1
20780,7565,2573,3
20781,220,154,2
20782,1122,242,2
20783,528,198,3
20784,1891,836,1
20785,352,132,2
20786,418,220,2
20787,572,308,2
20788,2287,1297,2
20789,990,374,1
20790,616,220,1
20791,2727,792,1
20792,1473,330,1
20793,726,242,2
20794,220,88,3
20795,1671,748,1
20796,660,396,1
20797,902,418,1
20798,176,44,3
20799,440,198,2
20800,88,66,1
20801,374,176,1
20802,22,22,1
20803,1122,440,1
20804,858,308,2
20805,594,176,2
20806,836,418,2
20807,352,220,1
20808,242,66,1
20809,132,66,1
20810,0,0,2
20811,110,22,2
20812,660,286,1
20813,2001,836,2
20814,110,44,2
20815,2023,528,3
20816,506,154,2
20817,572,198,1
20818,308,220,2
20819,88,66,1
20820,528,242,3
20821,418,220,2
20822,3145,968,1
20823,440,66,1
20824,2089,660,2
20825,396,264,2
20826,1144,396,1
20827,462,132,2
20828,2111,1078,2
20829,5014,2001,3
20830,440,132,3
20831,110,22,1
20832,2001,704,2
20833,2947,1473,2
20834,836,330,1
20835,858,506,2
20836,1781,836,2
20837,836,308,3
20838,682,330,2
20839,396,132,3
20840,1056,286,1
20841,176,88,2
20842,1539,726,2
20843,3079,946,1
20844,946,396,2
20845,616,264,2
20846,1649,924,2
20847,396,176,2
20848,572,308,2
20849,2001,902,2
20850,924,506,1
20851,1737,594,3
20852,198,88,1
20853,1341,374,2
20854,242,88,1
20855,814,264,1
20856,770,198,3
20857,198,110,3
20858,1100,198,2
20859,0,0,2
20860,418,88,2
20861,858,396,2
20862,418,110,2
20863,484,242,2
20864,374,220,1
20865,0,0,1
20866,396,198,1
20867,1253,418,1
20868,440,176,2
20869,616,110,2
20870,286,132,2
20871,770,132,1
20872,748,330,1
20873,1671,572,2
20874,0,0,1
20875,0,0,2
20876,2573,1056,3
20877,836,462,2
20878,506,198,1
20879,1957,1144,2
20880,418,220,2
20881,220,110,1
20882,22,22,3
20883,792,352,2
20884,154,88,2
20885,132,22,3
20886,814,374,1
20887,1166,286,3
20888,484,132,1
20889,110,44,1
20890,880,396,2
20891,66,66,2
20892,1583,418,1
20893,858,330,2
20894,528,220,3
20895,2001,1012,3
20896,154,88,2
20897,792,396,2
20898,660,176,2
20899,836,264,1
20900,990,308,2
20901,2067,858,2
20902,946,374,2
20903,308,154,2
20904,616,176,1
20905,440,286,3
20906,1583,506,1
20907,374,220,2
20908,264,44,2
20909,1363,726,2
20910,352,154,1
20911,286,110,2
20912,1627,264,3
20913,1847,572,3
20914,792,264,2
20915,594,198,3
20916,0,0,1
20917,0,0,2
20918,264,132,1
20919,154,22,2
20920,308,154,2
20921,726,396,1
20922,1869,1056,2
20923,704,396,2
20924,396,198,2
20925,1825,814,1
20926,1232,594,2
20927,0,0,2
20928,1100,462,1
20929,638,154,1
20930,594,220,2
20931,22,0,2
20932,3497,1627,2
20933,748,242,2
20934,836,418,2
20935,374,110,3
20936,726,418,1
20937,968,484,2
20938,660,176,2
20939,2001,616,1
20940,1407,638,2
20941,374,110,1
20942,2155,990,2
20943,572,132,2
20944,726,308,2
20945,154,66,2
20946,704,198,3
20947,1275,242,1
20948,1363,440,2
20949,308,132,2
20950,132,110,2
20951,0,0,2
20952,1100,660,1
20953,0,0,2
20954,132,88,2
20955,1232,682,2
20956,506,88,1
20957,110,44,2
20958,484,176,2
20959,2529,858,1
20960,154,66,3
20961,968,528,2
20962,550,220,3
20963,748,198,1
20964,286,132,2
20965,572,132,2
20966,220,132,3
20967,418,176,3
20968,132,44,1
20969,946,154,3
20970,1385,660,1
20971,26455,14888,1
20972,990,154,3
20973,1891,748,2
20974,3804,1122,1
20975,264,154,1
20976,352,110,2
20977,396,242,2
20978,2265,924,2
20979,176,88,2
20980,0,0,3
20981,704,176,1
20982,0,0,1
20983,2265,1034,2
20984,352,154,1
20985,1891,1078,2
20986,0,0,3
20987,44,0,3
20988,836,352,1
20989,682,374,2
20990,352,110,2
20991,242,110,1
20992,1232,418,2
20993,440,176,2
20994,6223,2903,1
20995,902,352,3
20996,132,66,2
20997,88,44,2
20998,0,0,2
20999,1715,660,2
21000,1188,616,2
21001,0,0,1
21002,968,396,2
21003,638,198,2
21004,836,220,1
21005,1737,594,2
21006,220,110,3
21007,726,264,2
21008,528,286,1
21009,638,308,2
21010,1913,1078,2
21011,2595,1144,2
21012,616,264,2
21013,22,0,3
21014,44,0,3
21015,308,154,2
21016,858,374,1
21017,154,0,2
21018,902,374,2
21019,418,176,2
21020,990,198,3
21021,1144,396,3
21022,5542,2441,1
21023,2309,880,1
21024,682,220,1
21025,1693,704,2
21026,550,198,1
21027,396,132,2
21028,2595,924,2
21029,1100,242,2
21030,22,22,1
21031,198,88,2
21032,308,110,2
21033,1671,572,1
21034,330,176,1
21035,3607,1649,2
21036,418,176,3
21037,1891,792,2
21038,770,374,2
21039,440,132,2
21040,1363,836,2
21041,198,132,2
21042,2001,858,2
21043,1759,726,1
21044,220,110,1
21045,858,330,3
21046,836,396,1
21047,1166,330,1
21048,858,110,1
21049,946,286,1
21050,2969,1144,2
21051,2045,572,1
21052,968,330,3
21053,66,44,2
21054,154,66,2
21055,1649,814,1
21056,22,22,2
21057,0,0,2
21058,704,308,1
21059,704,88,1
21060,220,154,2
21061,0,0,3
21062,330,176,2
21063,374,220,1
21064,110,22,2
21065,990,264,3
21066,242,88,3
21067,506,110,2
21068,2661,902,1
21069,5234,2089,2
21070,286,132,2
21071,572,154,3
21072,1363,792,2
21073,1891,594,1
21074,704,198,2
21075,176,66,2
21076,1693,550,1
21077,3607,1385,2
21078,0,0,2
21079,110,22,2
21080,132,66,2
21081,220,44,2
21082,3497,1473,2
21083,814,286,1
21084,0,0,3
21085,1957,1122,2
21086,5542,2859,1
21087,0,0,1
21088,858,308,2
21089,2749,748,2
21090,418,220,2
21091,154,88,2
21092,638,308,1
21093,506,264,1
21094,946,330,1
21095,44,22,3
21096,2067,858,2
21097,880,352,2
21098,2595,902,1
21099,308,220,1
21100,374,110,2
21101,2287,990,3
21102,1144,506,2
21103,836,550,1
21104,506,220,1
21105,462,198,3
21106,1583,792,2
21107,286,198,1
21108,968,528,2
21109,2573,924,3
21110,1605,352,2
21111,1188,506,2
21112,462,220,2
21113,550,154,1
21114,748,198,1
21115,1825,594,2
21116,22,0,2
21117,836,154,1
21118,616,198,2
21119,374,176,1
21120,506,110,1
21121,506,220,1
21122,2661,814,3
21123,7521,3299,1
21124,264,154,1
21125,616,374,1
21126,990,440,1
21127,176,110,2
21128,2573,1034,2
21129,440,66,3
21130,1407,638,3
21131,242,132,2
21132,1627,550,2
21133,1166,418,3
21134,1034,440,3
21135,2089,814,2
21136,594,176,2
21137,2155,902,1
21138,550,176,1
21139,704,242,1
21140,946,396,2
21141,704,286,2
21142,0,0,2
21143,462,264,2
21144,1319,484,1
21145,264,110,1
21146,5080,1737,1
21147,2045,638,2
21148,220,110,3
21149,330,154,1
21150,1253,506,2
21151,3013,1627,2
21152,66,44,1
21153,946,308,3
21154,198,110,1
21155,440,242,1
21156,0,0,1
21157,308,88,3
21158,264,198,2
21159,2133,990,2
21160,1100,330,2
21161,88,88,1
21162,88,66,2
21163,2243,1166,2
21164,264,110,3
21165,1122,418,2
21166,1627,528,2
21167,2001,748,2
21168,462,198,1
21169,1319,374,3
21170,484,88,1
21171,484,286,3
21172,1979,748,3
21173,484,176,1
21174,1495,660,2
21175,264,110,1
21176,2133,748,2
21177,594,242,2
21178,0,0,1
21179,418,198,2
21180,660,374,1
21181,264,110,2
21182,330,154,2
21183,506,198,1
21184,682,198,3
21185,352,176,1
21186,2727,1078,2
21187,836,352,1
21188,594,198,2
21189,2925,1495,2
21190,462,220,2
21191,1056,418,2
21192,220,110,2
21193,3782,968,3
21194,308,88,1
21195,1034,638,2
21196,440,154,1
21197,1451,748,3
21198,440,220,1
21199,594,286,2
21200,968,242,3
21201,154,44,1
21202,2441,990,2
21203,1781,726,2
21204,946,264,1
21205,1715,572,1
21206,726,176,2
21207,638,198,2
21208,814,352,2
21209,1737,770,2
21210,176,88,2
21211,1847,594,2
21212,220,88,2
21213,1913,594,2
21214,396,220,2
21215,1341,418,1
21216,638,154,1
21217,1012,352,1
21218,3343,1253,2
21219,2661,1188,3
21220,418,264,2
21221,748,418,1
21222,330,176,2
21223,176,66,1
21224,1056,352,1
21225,1188,616,2
21226,198,110,3
21227,2309,616,1
21228,132,44,2
21229,704,308,3
21230,748,374,2
21231,528,220,2
21232,286,110,2
21233,550,264,2
21234,220,44,1
21235,1451,506,1
21236,264,132,2
21237,2639,1253,2
21238,616,176,2
21239,638,242,2
21240,660,286,1
21241,0,0,1
21242,704,352,1
21243,858,396,2
21244,1825,880,2
21245,3277,1715,1
21246,748,462,1
21247,1517,880,2
21248,1407,594,2
21249,88,66,2
21250,198,110,2
21251,176,66,3
21252,484,154,2
21253,220,88,2
21254,374,110,2
21255,264,154,1
21256,330,176,1
21257,1803,880,3
21258,1122,484,1
21259,198,44,2
21260,176,88,2
