,envios,ventas,nivel
21261,1253,594,3
21262,858,308,1
21263,176,66,2
21264,616,220,2
21265,660,374,3
21266,154,44,3
21267,3079,1166,3
21268,132,88,2
21269,308,176,2
21270,880,220,1
21271,528,242,2
21272,0,0,2
21273,0,0,2
21274,1363,264,1
21275,0,0,3
21276,858,286,1
21277,220,132,1
21278,660,308,2
21279,2045,858,3
21280,946,198,2
21281,506,154,2
21282,198,44,1
21283,2617,1056,1
21284,1188,286,1
21285,220,66,1
21286,1078,550,2
21287,1495,550,2
21288,352,176,3
21289,616,374,3
21290,792,484,1
21291,946,176,1
21292,858,264,2
21293,704,198,1
21294,594,132,1
21295,0,0,1
21296,242,110,2
21297,990,550,2
21298,198,110,2
21299,484,176,3
21300,2441,594,1
21301,616,154,1
21302,1583,726,2
21303,704,286,1
21304,440,176,2
21305,418,110,2
21306,374,242,2
21307,374,44,2
21308,858,374,3
21309,638,154,1
21310,1913,726,1
21311,1078,462,1
21312,2859,726,1
21313,0,0,3
21314,924,484,2
21315,1407,660,3
21316,66,44,3
21317,1100,374,3
21318,418,154,3
21319,946,242,2
21320,1561,594,1
21321,242,110,3
21322,2265,770,1
21323,528,286,2
21324,0,0,2
21325,550,264,1
21326,1407,418,2
21327,572,352,1
21328,484,220,1
21329,1891,440,3
21330,2837,1275,2
21331,1979,836,3
21332,1253,374,2
21333,1957,462,2
21334,154,44,2
21335,2001,506,2
21336,1232,352,1
21337,418,264,2
21338,308,176,1
21339,374,198,1
21340,748,330,2
21341,0,0,1
21342,1363,462,1
21343,528,308,2
21344,616,374,3
21345,1122,330,2
21346,3409,1275,2
21347,550,198,2
21348,946,220,2
21349,0,0,1
21350,3958,2463,2
21351,462,176,1
21352,484,198,2
21353,264,88,1
21354,308,176,2
21355,286,154,2
21356,1715,594,1
21357,572,88,1
21358,682,352,2
21359,3365,1166,2
21360,836,330,1
21361,286,198,2
21362,1341,330,1
21363,2485,990,1
21364,1210,638,1
21365,1583,550,2
21366,1385,594,1
21367,1583,770,2
21368,968,308,1
21369,1627,484,2
21370,1583,814,1
21371,1319,396,2
21372,484,264,2
21373,2001,660,2
21374,3101,1210,3
21375,132,44,2
21376,2639,924,1
21377,506,242,1
21378,1210,484,3
21379,176,66,1
21380,1122,198,3
21381,44,0,1
21382,858,418,2
21383,1297,440,3
21384,242,176,2
21385,528,176,1
21386,264,110,2
21387,528,286,2
21388,132,44,1
21389,968,308,1
21390,770,352,2
21391,2969,924,2
21392,1583,814,1
21393,5674,2375,3
21394,550,88,3
21395,792,308,1
21396,22365,9940,1
21397,1100,440,1
21398,286,132,2
21399,220,66,1
21400,528,352,2
21401,1627,352,2
21402,110,44,2
21403,0,0,2
21404,484,264,2
21405,44,44,2
21406,88,44,3
21407,946,440,1
21408,1781,638,2
21409,660,198,2
21410,4244,1275,1
21411,506,176,3
21412,1100,484,2
21413,1100,484,3
21414,1693,638,2
21415,88,66,2
21416,506,154,2
21417,308,132,1
21418,286,154,2
21419,44,0,3
21420,1166,308,3
21421,3079,1012,1
21422,1144,396,2
21423,1078,440,1
21424,418,110,1
21425,682,308,2
21426,440,154,2
21427,176,88,2
21428,616,264,1
21429,3387,1495,3
21430,528,264,1
21431,1012,418,2
21432,418,154,1
21433,2001,726,2
21434,154,88,1
21435,660,198,1
21436,264,110,1
21437,946,220,1
21438,2353,1275,2
21439,44,22,1
21440,638,264,1
21441,484,110,1
21442,286,154,2
21443,814,132,1
21444,286,132,1
21445,770,242,3
21446,2287,968,3
21447,286,154,1
21448,176,44,1
21449,1825,286,1
21450,748,330,2
21451,3519,1473,1
21452,1671,924,2
21453,594,176,1
21454,616,198,1
21455,2265,1188,2
21456,1605,704,2
21457,594,198,2
21458,2155,638,2
21459,242,66,2
21460,1737,704,1
21461,440,286,2
21462,528,396,2
21463,154,44,3
21464,352,44,3
21465,1297,594,1
21466,506,176,1
21467,880,374,2
21468,330,88,2
21469,132,0,3
21470,1034,594,1
21471,616,176,2
21472,110,66,2
21473,2727,1803,2
21474,242,220,2
21475,440,220,3
21476,1341,418,2
21477,1034,264,2
21478,440,88,1
21479,1363,440,2
21480,682,220,1
21481,6685,2419,3
21482,924,572,2
21483,418,132,2
21484,110,88,2
21485,374,66,1
21486,352,110,1
21487,968,264,2
21488,396,176,1
21489,506,220,2
21490,836,198,2
21491,1056,484,2
21492,1188,396,1
21493,0,0,1
21494,462,176,1
21495,2221,1078,2
21496,330,154,1
21497,484,242,1
21498,1539,550,3
21499,154,66,2
21500,0,0,2
21501,440,176,2
21502,660,220,3
21503,462,132,2
21504,506,352,2
21505,748,396,2
21506,374,110,2
21507,1122,396,1
21508,2683,1363,2
21509,2375,1210,2
21510,396,242,1
21511,1627,748,3
21512,352,176,1
21513,1385,594,2
21514,0,0,2
21515,1275,374,1
21516,1363,572,2
21517,154,88,1
21518,2111,418,1
21519,1407,704,2
21520,594,198,3
21521,528,242,2
21522,1671,660,2
21523,330,176,3
21524,660,132,1
21525,484,132,1
21526,308,44,1
21527,308,44,2
21528,506,110,2
21529,484,110,2
21530,528,154,3
21531,770,418,1
21532,638,198,2
21533,1056,154,1
21534,1122,506,2
21535,5322,1979,3
21536,1561,594,2
21537,1561,858,1
21538,770,396,2
21539,616,220,2
21540,440,176,2
21541,1056,528,1
21542,2023,748,1
21543,1319,682,1
21544,704,286,1
21545,616,220,1
21546,264,88,1
21547,484,308,2
21548,770,352,3
21549,858,374,2
21550,814,374,1
21551,1847,1012,2
21552,154,66,3
21553,154,110,3
21554,352,132,3
21555,374,154,1
21556,1012,418,2
21557,1253,704,1
21558,396,88,2
21559,3629,2331,1
21560,2243,638,3
21561,374,66,2
21562,506,132,2
21563,1671,726,2
21564,286,198,2
21565,308,154,2
21566,902,352,2
21567,132,0,3
21568,308,154,2
21569,1100,286,2
21570,110,66,2
21571,2661,1078,2
21572,814,264,2
21573,682,484,2
21574,396,286,2
21575,2815,1056,2
21576,396,220,2
21577,1122,440,3
21578,66,44,1
21579,198,132,1
21580,572,264,2
21581,1122,528,1
21582,198,66,1
21583,2199,968,1
21584,0,0,3
21585,4574,2199,1
21586,704,528,2
21587,0,0,1
21588,1561,242,1
21589,550,176,2
21590,418,154,1
21591,198,66,2
21592,968,506,3
21593,1825,880,2
21594,440,132,1
21595,616,308,2
21596,484,198,1
21597,1781,462,1
21598,770,176,3
21599,1495,550,2
21600,792,396,1
21601,2991,1188,2
21602,6905,3277,1
21603,1166,264,1
21604,2815,1232,2
21605,2463,990,2
21606,176,88,1
21607,264,198,2
21608,88,22,3
21609,1319,418,1
21610,1363,308,2
21611,484,264,1
21612,3826,2199,1
21613,1012,418,3
21614,462,154,1
21615,748,308,1
21616,220,66,2
21617,814,286,2
21618,660,154,1
21619,286,110,3
21620,1561,440,2
21621,1232,660,3
21622,1363,594,3
21623,924,308,1
21624,440,132,2
21625,3233,1429,1
21626,1825,770,2
21627,330,154,1
21628,836,440,1
21629,858,396,2
21630,1100,418,1
21631,1100,506,2
21632,528,132,2
21633,1847,770,2
21634,352,110,2
21635,1693,902,2
21636,1913,770,1
21637,682,242,1
21638,220,110,1
21639,1429,616,1
21640,484,176,1
21641,1583,616,2
21642,682,242,1
21643,3519,1627,1
21644,506,330,2
21645,506,220,2
21646,770,308,1
21647,2771,1122,2
21648,990,484,3
21649,1056,440,2
21650,1034,572,2
21651,198,66,1
21652,748,132,1
21653,528,286,2
21654,1913,1122,2
21655,88,0,1
21656,1979,1034,2
21657,1781,814,2
21658,638,330,1
21659,352,132,3
21660,880,374,3
21661,1100,572,1
21662,2331,880,1
21663,418,176,1
21664,858,220,2
21665,484,242,1
21666,594,374,1
21667,1034,506,1
21668,1341,748,2
21669,1253,418,1
21670,616,220,2
21671,3936,1363,3
21672,462,110,1
21673,1012,440,2
21674,1166,440,1
21675,352,242,2
21676,0,0,1
21677,2243,1210,1
21678,660,308,1
21679,418,110,2
21680,484,308,2
21681,0,0,2
21682,1034,264,1
21683,880,132,2
21684,858,242,1
21685,1012,616,2
21686,22,0,3
21687,198,44,2
21688,484,242,1
21689,1253,484,3
21690,462,132,1
21691,308,154,2
21692,1583,506,2
21693,1188,396,2
21694,2177,792,1
21695,440,66,3
21696,594,220,1
21697,528,176,1
21698,396,110,3
21699,2001,858,2
21700,264,132,1
21701,1957,792,1
21702,220,44,3
21703,550,198,2
21704,1232,484,3
21705,726,330,1
21706,22,22,1
21707,132,66,1
21708,638,330,2
21709,1627,484,1
21710,0,0,2
21711,3189,1935,2
21712,330,132,1
21713,1012,418,2
21714,1232,572,3
21715,2551,1122,3
21716,220,88,2
21717,1451,594,1
21718,264,66,1
21719,858,374,1
21720,132,88,2
21721,484,154,2
21722,4376,1891,3
21723,2133,880,1
21724,462,198,1
21725,1122,462,2
21726,2309,770,2
21727,154,88,1
21728,1605,572,1
21729,0,0,1
21730,1297,418,1
21731,0,0,2
21732,528,220,2
21733,396,220,2
21734,1451,528,1
21735,0,0,2
21736,1012,484,2
21737,638,198,3
21738,682,418,2
21739,396,198,1
21740,682,264,2
21741,792,506,1
21742,550,154,2
21743,352,198,2
21744,2463,1144,2
21745,660,308,3
21746,44,22,3
21747,572,242,1
21748,572,286,3
21749,880,286,1
21750,462,154,2
21751,132,44,2
21752,1671,616,1
21753,462,176,1
21754,1056,418,2
21755,638,286,2
21756,2133,1385,1
21757,176,66,2
21758,1825,814,2
21759,1407,902,2
21760,616,418,2
21761,616,154,2
21762,682,176,3
21763,176,44,3
21764,4596,1671,3
21765,154,66,2
21766,0,0,3
21767,946,308,1
21768,1495,330,1
21769,704,264,2
21770,5300,2089,3
21771,748,308,2
21772,374,176,3
21773,0,0,2
21774,5674,1495,3
21775,2089,990,3
21776,330,154,2
21777,220,88,2
21778,1517,440,1
21779,1319,198,1
21780,770,330,2
21781,176,22,2
21782,1297,528,2
21783,682,198,2
21784,748,374,3
21785,1078,594,2
21786,1034,550,1
21787,792,242,3
21788,1078,396,2
21789,2221,770,3
21790,220,66,2
21791,616,242,2
21792,418,264,2
21793,396,242,1
21794,1979,880,1
21795,1473,528,2
21796,990,572,2
21797,814,242,1
21798,1759,792,2
21799,704,176,3
21800,2463,1297,1
21801,110,88,1
21802,2353,1056,2
21803,616,352,2
21804,1583,506,2
21805,770,264,2
21806,286,66,2
21807,1649,880,1
21808,506,352,2
21809,1297,528,2
21810,198,88,1
21811,176,110,2
21812,880,396,1
21813,572,264,1
21814,440,110,1
21815,682,352,2
21816,1671,616,2
21817,924,220,1
21818,3035,1012,2
21819,836,264,2
21820,2749,1100,3
21821,2419,836,1
21822,1341,352,1
21823,154,110,2
21824,704,352,2
21825,484,352,1
21826,176,110,1
21827,880,330,2
21828,418,198,2
21829,396,176,2
21830,594,154,3
21831,594,396,2
21832,132,88,1
21833,132,110,3
21834,2529,1188,2
21835,3079,1737,3
21836,880,242,2
21837,550,330,1
21838,946,550,2
21839,1847,616,3
21840,1517,594,2
21841,616,220,2
21842,946,418,2
21843,1188,572,2
21844,2551,836,1
21845,44,22,1
21846,88,88,2
21847,1122,242,2
21848,5168,2001,2
21849,0,0,2
21850,1649,572,2
21851,748,198,1
21852,1056,462,1
21853,462,220,3
21854,352,220,2
21855,5344,1715,3
21856,3585,1913,3
21857,242,132,3
21858,880,176,3
21859,990,308,1
21860,836,330,1
21861,3607,1803,1
21862,3914,1297,1
21863,132,66,1
21864,242,88,1
21865,506,154,2
21866,968,352,1
21867,1605,858,2
21868,440,110,3
21869,462,198,2
21870,198,66,2
21871,726,264,2
21872,1056,594,1
21873,2133,1122,1
21874,572,264,2
21875,242,88,2
21876,2705,1275,1
21877,2111,924,1
21878,1034,506,2
21879,0,0,2
21880,1056,286,3
21881,770,374,2
21882,1803,616,1
21883,220,66,2
21884,682,330,2
21885,1210,374,2
21886,11787,7301,1
21887,506,220,2
21888,660,110,1
21889,726,176,2
21890,330,154,1
21891,616,264,2
21892,682,308,3
21893,198,110,2
21894,594,220,1
21895,396,198,2
21896,748,286,3
21897,396,220,2
21898,440,264,2
21899,924,352,2
21900,704,264,2
21901,0,0,1
21902,440,132,2
21903,3914,1385,1
21904,3299,968,1
21905,3717,1210,2
21906,0,0,3
21907,924,528,2
21908,572,220,2
21909,792,330,2
21910,0,0,1
21911,1319,594,1
21912,2683,1583,2
21913,0,0,2
21914,2111,1056,1
21915,814,286,2
21916,220,66,1
21917,0,0,3
21918,1649,1078,2
21919,814,418,2
21920,0,0,2
21921,616,264,1
21922,550,88,1
21923,1891,308,1
21924,308,176,1
21925,2221,1319,2
21926,2507,1473,1
21927,616,264,2
21928,132,44,1
21929,1275,616,2
21930,748,286,2
21931,330,220,2
21932,968,528,2
21933,726,352,2
21934,1275,396,2
21935,1561,550,2
21936,1297,484,1
21937,836,352,2
21938,2947,1407,1
21939,1341,374,1
21940,132,88,2
21941,594,264,1
21942,770,308,2
21943,836,330,1
21944,1056,572,2
21945,1869,594,2
21946,418,176,2
21947,1034,506,1
21948,198,110,2
21949,1012,330,2
21950,1385,572,3
21951,0,0,2
21952,1385,506,2
21953,572,176,3
21954,88,22,2
21955,176,88,1
21956,374,176,2
21957,616,220,3
21958,462,220,2
21959,814,418,2
21960,550,220,2
21961,660,264,1
21962,5058,2727,1
21963,484,242,2
21964,484,286,2
21965,330,176,2
21966,0,0,2
21967,2529,1100,2
21968,396,198,1
21969,198,66,2
21970,418,330,3
21971,286,66,2
21972,946,506,2
21973,2133,704,3
21974,484,220,2
21975,330,110,2
21976,110,88,2
21977,2683,792,1
21978,2133,1144,2
21979,330,110,1
21980,3189,1275,2
21981,3365,1605,2
21982,1297,704,2
21983,704,330,2
21984,418,176,2
21985,0,0,1
21986,2001,814,2
21987,1122,418,2
21988,374,154,2
21989,3673,1561,1
21990,4794,2265,2
21991,2727,748,2
21992,704,308,2
21993,814,506,1
21994,0,0,1
21995,572,198,1
21996,110,44,3
21997,616,220,2
21998,396,198,2
21999,3541,1737,1
22000,2199,1100,2
22001,1473,242,3
22002,924,198,2
22003,660,242,2
22004,2485,946,1
22005,220,66,2
22006,220,88,2
22007,594,418,1
22008,3958,1407,1
22009,1891,572,3
22010,0,0,3
22011,1407,836,1
22012,1275,528,2
22013,506,176,3
22014,1715,814,3
22015,594,198,1
22016,682,264,1
22017,1803,748,2
22018,1056,506,2
22019,440,220,2
22020,704,462,1
22021,0,0,2
22022,1473,462,3
22023,1297,572,2
22024,132,44,2
22025,12073,4552,2
22026,1627,462,2
22027,880,242,3
22028,990,418,2
22029,264,66,2
22030,264,176,3
22031,176,132,2
22032,220,44,1
22033,726,308,2
22034,1539,616,2
22035,1671,748,2
22036,748,418,3
22037,132,44,1
22038,572,220,1
22039,2155,814,3
22040,0,0,2
22041,1429,638,2
22042,748,506,2
22043,88,44,2
22044,484,286,1
22045,2507,946,3
22046,0,0,1
22047,308,176,1
22048,660,264,2
22049,484,220,2
22050,572,242,2
22051,154,88,2
22052,374,132,2
22053,3782,1122,2
22054,374,110,1
22055,484,176,2
22056,2573,1253,1
22057,242,110,3
22058,110,44,2
22059,616,330,2
22060,66,44,1
22061,594,308,2
22062,550,66,1
22063,1363,814,2
22064,484,242,3
22065,462,242,1
22066,792,352,2
22067,1473,616,2
22068,308,110,3
22069,902,506,2
22070,748,374,2
22071,660,308,3
22072,220,110,2
22073,484,198,3
22074,1781,836,2
22075,2023,836,2
22076,66,22,2
22077,968,440,1
22078,154,88,1
22079,352,110,2
22080,154,44,2
22081,2045,660,1
22082,2331,814,2
22083,990,352,2
22084,352,198,2
22085,132,44,3
22086,2903,1078,3
22087,6905,3167,3
22088,660,198,1
22089,946,286,1
22090,0,0,2
22091,3431,1319,1
22092,924,418,2
22093,242,132,2
22094,1034,308,2
22095,66,66,2
22096,704,242,2
22097,220,66,2
22098,352,88,1
22099,814,462,2
22100,528,154,2
22101,1144,352,3
22102,0,0,2
22103,44,22,3
22104,3563,1759,3
22105,352,110,3
22106,484,198,1
22107,220,88,3
22108,616,264,2
22109,770,198,1
22110,484,176,3
22111,1319,638,2
22112,660,198,2
22113,1847,1122,2
22114,726,242,2
22115,748,330,2
22116,22,22,2
22117,176,88,2
22118,506,176,2
22119,198,44,2
22120,1561,616,1
22121,880,550,2
22122,132,88,2
22123,1715,792,1
22124,330,220,1
22125,1363,308,2
22126,0,0,1
22127,704,308,1
22128,2859,1275,2
22129,1319,748,2
22130,770,286,1
22131,660,286,3
22132,0,0,1
22133,352,44,1
22134,308,88,2
22135,462,220,2
22136,1319,440,1
22137,1297,528,2
22138,924,264,3
22139,242,110,1
22140,638,330,1
22141,0,0,3
22142,1715,330,2
22143,308,88,2
22144,1583,396,1
22145,550,154,1
22146,616,242,1
22147,242,88,3
22148,286,176,1
22149,1781,660,2
22150,2045,594,2
22151,1583,880,2
22152,2023,682,2
22153,572,308,2
22154,792,264,1
22155,1100,440,2
22156,374,308,2
22157,638,330,3
22158,110,88,2
22159,0,0,1
22160,132,88,1
22161,198,66,1
22162,3629,1891,2
22163,88,88,2
22164,44,44,2
22165,220,88,1
22166,396,176,2
22167,946,264,2
22168,968,418,2
22169,1517,660,2
22170,132,88,2
22171,858,396,1
22172,264,132,2
22173,396,242,2
22174,2111,374,3
22175,3233,1671,3
22176,440,154,1
22177,440,198,1
22178,1385,594,3
22179,110,44,3
22180,198,110,2
22181,748,220,1
22182,330,220,2
22183,572,286,1
22184,286,66,2
22185,0,0,3
22186,330,88,2
22187,418,198,2
22188,2705,770,3
22189,264,154,1
22190,682,154,3
22191,286,132,2
22192,946,462,2
22193,3629,1561,3
22194,286,88,2
22195,1122,550,1
22196,1671,814,1
22197,990,264,3
22198,968,330,2
22199,726,374,1
22200,352,198,2
22201,132,22,3
22202,1122,506,3
22203,1253,616,2
22204,110,22,2
22205,616,286,1
22206,418,198,3
22207,154,88,1
22208,1253,396,2
22209,1759,770,2
22210,2155,1188,2
22211,418,154,3
22212,880,352,1
22213,924,330,3
22214,176,88,2
22215,3167,1144,3
22216,2507,1034,2
22217,44,0,2
22218,286,132,2
22219,462,264,2
22220,726,110,3
22221,1451,550,2
22222,682,352,2
22223,3497,1693,3
22224,1144,462,2
22225,0,0,3
22226,1803,968,1
22227,1539,638,1
22228,1847,770,1
22229,2199,616,1
22230,4596,1759,1
22231,1166,396,1
22232,1913,924,2
22233,198,66,2
22234,308,66,1
22235,1605,792,2
22236,836,286,3
22237,330,154,2
22238,308,110,2
22239,1034,308,3
22240,154,110,2
22241,5080,1407,3
22242,1539,726,3
22243,902,462,2
22244,506,264,2
22245,88,22,1
22246,770,308,1
22247,2067,1166,2
22248,1144,418,3
22249,132,88,1
22250,748,308,2
22251,1627,418,1
22252,1012,572,2
22253,946,286,3
22254,0,0,2
22255,0,0,1
22256,748,242,2
22257,814,198,1
22258,1957,880,1
22259,616,418,2
22260,1297,396,1
22261,1056,682,2
22262,2045,748,2
22263,110,44,2
22264,2089,946,1
22265,1627,572,1
22266,704,198,2
22267,682,374,2
22268,1210,528,3
22269,748,264,1
22270,286,154,3
22271,1935,528,2
22272,1473,660,1
22273,198,110,2
22274,462,176,3
22275,1166,286,1
22276,1232,308,2
22277,1781,396,1
22278,2265,836,1
22279,1012,550,2
22280,1385,572,3
22281,1253,638,1
22282,1935,902,2
22283,770,242,1
22284,1473,528,2
22285,726,264,2
22286,880,396,2
22287,418,286,2
22288,352,132,2
22289,1649,594,1
22290,198,110,3
22291,704,352,1
22292,572,220,2
22293,2749,1363,2
22294,66,44,3
22295,242,88,2
22296,396,132,1
22297,792,264,2
22298,1341,396,2
22299,2199,946,2
22300,1847,748,1
22301,1561,770,2
22302,3782,1122,1
22303,0,0,2
22304,726,198,2
22305,1847,682,2
22306,132,66,1
22307,704,286,3
22308,924,374,1
22309,1078,506,2
22310,1539,924,1
22311,2133,924,2
22312,792,242,2
22313,2089,748,2
22314,1034,550,1
22315,308,242,2
22316,242,22,2
22317,462,198,1
22318,154,88,1
22319,968,308,2
22320,616,220,2
22321,770,242,3
22322,330,66,2
22323,0,0,3
22324,462,154,2
22325,1341,638,2
22326,9654,3497,1
22327,770,198,1
22328,572,330,2
22329,968,264,1
22330,374,154,1
22331,1319,594,2
22332,352,176,2
22333,1100,506,1
22334,330,198,2
22335,242,66,1
22336,946,440,3
22337,682,242,3
22338,528,242,1
22339,528,198,3
22340,726,286,2
22341,726,418,2
22342,6531,2331,2
22343,1341,814,1
22344,990,308,1
22345,704,374,3
22346,3848,1803,3
22347,1341,528,2
22348,1012,440,1
22349,1781,880,3
22350,7125,3738,1
22351,638,198,2
22352,506,198,2
22353,836,396,3
22354,2485,968,2
22355,2551,902,1
22356,946,198,2
22357,242,110,2
22358,2485,1122,2
22359,770,264,1
22360,352,132,3
22361,462,242,2
22362,594,198,1
22363,594,264,3
22364,3299,1495,2
22365,924,242,2
22366,396,154,2
22367,902,506,3
22368,1451,814,1
22369,638,264,3
22370,1166,396,2
22371,440,66,3
22372,726,132,1
22373,924,352,1
22374,2221,1232,3
22375,2177,660,1
22376,242,132,1
22377,616,176,2
22378,1034,418,2
22379,836,242,3
22380,286,154,1
22381,352,176,2
22382,132,66,2
22383,1913,748,1
22384,1253,440,1
22385,880,330,1
22386,748,264,2
22387,484,198,1
22388,902,352,1
22389,1605,616,2
22390,308,154,2
22391,748,484,1
22392,352,154,2
22393,22,22,3
22394,616,88,3
22395,374,220,2
22396,1759,748,1
22397,638,220,1
22398,550,242,2
22399,242,44,3
22400,1144,638,2
22401,484,220,1
22402,396,154,3
22403,726,308,1
22404,0,0,2
22405,462,220,1
22406,88,22,2
22407,6114,3431,1
22408,924,396,2
22409,1144,330,1
22410,0,0,1
22411,264,66,3
22412,1363,484,1
